datetime,region,station,power_mw,voltage_kv,frequency_hz,temperature_c,humidity_percent,status,source_file,processing_timestamp
2025-08-13 01:45:25.423804,NERPC,STATION_A,347.98670828590224,666.1674637856793,49.922601404403096,39.697115602659395,79.22516299627033,ONLINE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 02:45:25.423804,NERPC,STATION_A,311.62780110417754,513.0600473421995,50.028966350004595,33.823833658238684,47.66039054997276,MAINTENANCE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 03:45:25.423804,NERPC,STATION_A,458.0634007362791,452.91078148735346,50.26270912518846,38.1280580124061,69.56797858274182,MAINTENANCE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 04:45:25.423804,NERPC,STATION_A,332.44046363485836,714.3552449984757,50.09933548736708,21.40817918688484,34.43583221409572,MAINTENANCE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 05:45:25.423804,NERPC,STATION_A,441.8689762816987,753.1685859467394,49.8411676024945,32.71460080136619,75.51943160984976,MAINTENANCE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 06:45:25.423804,NERPC,STATION_A,107.1282751685006,674.3255032609411,49.88484602381005,32.910079659095416,33.76066785422374,ONLINE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 07:45:25.423804,NERPC,STATION_A,477.56646401440094,545.7300073539043,49.621150291025316,38.563365186732916,59.08245351576842,ONLINE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 08:45:25.423804,NERPC,STATION_A,425.4356274451271,273.63211275866513,49.702606845646486,22.594445669321374,42.84398225338236,MAINTENANCE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 09:45:25.423804,NERPC,STATION_A,221.03951704866898,495.5337756676819,49.700555600447714,35.66644940906283,64.93464273040506,OFFLINE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 10:45:25.423804,NERPC,STATION_A,277.95966714690485,319.9361277105157,50.39191424286161,31.10716345762054,75.88013976845026,OFFLINE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 11:45:25.423804,NERPC,STATION_A,207.8524566019908,393.4168535859929,50.2190339810429,23.781919265274595,47.2944100199695,OFFLINE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 12:45:25.423804,NERPC,STATION_A,413.7671522881417,349.05218230703684,50.22939123162577,27.561748478862565,66.5187222180223,ONLINE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 13:45:25.423804,NERPC,STATION_A,397.4695349613553,538.0612492755022,50.056062026810096,34.58528490975903,37.66161875477113,MAINTENANCE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 14:45:25.423804,NERPC,STATION_A,130.52061304020071,699.1329452039305,50.17316985190277,26.57563345904962,38.646397826876175,OFFLINE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 15:45:25.423804,NERPC,STATION_A,238.02177380595185,428.1362700569276,49.577035799301214,22.038143913110645,76.70312336672505,MAINTENANCE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 16:45:25.423804,NERPC,STATION_A,405.8607822444089,448.1879039077321,49.936851097233635,26.462280483898294,31.541848044934458,ONLINE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 17:45:25.423804,NERPC,STATION_A,99.52499701971699,599.1481638750514,49.81985583317043,27.512667580882027,52.98221264029589,MAINTENANCE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 18:45:25.423804,NERPC,STATION_A,177.45373493424805,464.33945350246796,50.060581143667356,32.664644304459785,74.41985125523392,MAINTENANCE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 19:45:25.423804,NERPC,STATION_A,129.55920002648614,560.6678549833496,50.35635139851926,20.75929089119724,78.6883713966788,ONLINE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 20:45:25.423804,NERPC,STATION_A,180.7804156002799,655.4392608164011,50.34927402356668,27.39901411836086,67.63891383652917,OFFLINE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
2025-08-13 21:45:25.423804,NERPC,STATION_A,409.27999384345327,567.6420244201656,49.62541404075887,38.762985059502945,48.810148731010585,MAINTENANCE,NERPC_STATION_A_sample.csv,2025-09-12 01:45:25.426803
